1771860127.0120385,0.393272,0,1,2336.00
1771860129.7635884,0.541381,1,1,10228.00
1771860129.7635884,0.416656,0,1,2693.00
1771860130.3823528,0.561531,1,1,18482.00
1771860130.3823528,0.543600,1,1,10755.00
1771860130.6337652,0.568503,1,1,26277.00
1771860130.6337652,0.560281,1,1,17591.00
1771860130.6337652,0.525678,1,1,7619.00
1771860130.934003,0.572268,1,1,17028.50
1771860130.934003,0.568233,1,1,25418.00
1771860130.934003,0.555985,1,1,15098.00
1771860131.3137977,0.574706,1,1,14004.67
1771860131.3137977,0.566319,1,1,22951.00
1771860131.3137977,0.572374,1,1,33124.00
1771860131.5251987,0.576324,1,1,12460.00
1771860131.5251987,0.574951,1,1,40730.00
1771860131.5251987,0.571316,1,1,30764.00
1771860131.8252127,0.577456,1,1,11544.40
1771860131.8252127,0.576681,1,1,48269.00
1771860131.8252127,0.574303,1,1,38504.00
1771860132.1705768,0.578304,1,1,10918.33
1771860132.1705768,0.577875,1,1,55716.00
1771860132.1705768,0.576321,1,1,46443.00
1771860132.521696,0.578976,1,1,10478.43
1771860132.521696,0.578801,1,1,63297.00
1771860132.521696,0.577655,1,1,54175.00
1771860132.7809954,0.579519,1,1,10150.50
1771860132.7809954,0.579533,1,1,70940.00
1771860132.7809954,0.578655,1,1,61971.00
1771860133.122296,0.579500,1,1,9140.56
1771860133.122296,0.580038,1,1,77404.00
1771860133.122296,0.579352,1,1,68885.00
1771860133.122296,0.507329,1,1,5889.00
1771860133.3938744,0.579401,1,1,8226.50
1771860133.3938744,0.579834,1,1,38702.00
1771860133.3938744,0.579460,1,1,71393.00
1771860133.3938744,0.501469,1,1,5495.00
1771860133.3938744,0.530521,1,1,8266.00
1771860133.3938744,0.554482,1,1,14392.00
1771860133.8537354,0.579303,1,1,7478.64
1771860133.8537354,0.579732,1,1,25801.33
1771860133.8537354,0.579349,1,1,35696.50
1771860133.8537354,0.565456,1,1,21990.00
1771860133.8537354,0.556168,1,1,15189.00
1771860133.8537354,0.549807,1,1,12574.00
1771860134.5358381,0.579206,1,1,6855.42
1771860134.5358381,0.579630,1,1,19351.00
1771860134.5358381,0.579239,1,1,23797.67
1771860134.5358381,0.570662,1,1,29447.00
1771860134.5358381,0.566115,1,1,22716.00
1771860134.5358381,0.563288,1,1,19901.00
1771860135.1569712,0.579108,1,1,6328.08
1771860135.1569712,0.579528,1,1,15480.80
1771860135.1569712,0.579128,1,1,17848.25
1771860135.1569712,0.573802,1,1,36944.00
1771860135.1569712,0.570878,1,1,29870.00
1771860135.1569712,0.569861,1,1,27984.00
1771860135.8715909,0.579011,1,1,5876.07
1771860135.8715909,0.579425,1,1,12900.67
1771860135.8715909,0.579017,1,1,14278.60
1771860135.8715909,0.574148,1,1,38009.00
1771860135.8715909,0.573537,1,1,36169.00
1771860135.8715909,0.576083,1,1,45326.00
1771860136.6360445,0.578914,1,1,5484.33
1771860136.6360445,0.579323,1,1,11057.71
1771860136.6360445,0.578906,1,1,11898.83
1771860136.6360445,0.575864,1,1,44351.00
1771860136.6360445,0.575423,1,1,42523.00
1771860136.6360445,0.577308,1,1,51914.00
1771860137.6368954,0.578816,1,1,5141.56
1771860137.6368954,0.579220,1,1,9675.50
1771860137.6368954,0.578795,1,1,10199.00
1771860137.6368954,0.576957,1,1,49808.00
1771860137.6368954,0.576769,1,1,48748.00
1771860137.6368954,0.578053,1,1,57031.00
1771860138.6404853,0.578719,1,1,4839.12
1771860138.6404853,0.579116,1,1,8600.44
1771860138.6404853,0.578681,1,1,8924.12
1771860138.6404853,0.578156,1,1,57821.00
1771860138.6404853,0.578040,1,1,56932.00
1771860138.6404853,0.579058,1,1,65793.00
1771860139.6401901,0.578622,1,1,4570.28
1771860139.6401901,0.579011,1,1,7740.40
1771860139.6401901,0.578568,1,1,7932.56
1771860139.6401901,0.579230,1,1,67564.00
1771860139.6401901,0.579189,1,1,67135.00
1771860139.6401901,0.579881,1,1,75273.00
1771860140.6421854,0.578525,1,1,4329.74
1771860140.6421854,0.578907,1,1,7036.73
1771860140.6421854,0.578455,1,1,7139.30
1771860140.6421854,0.579883,1,1,75290.00
1771860140.6421854,0.579801,1,1,74232.00
1771860140.6421854,0.580411,1,1,82972.00
1771860141.6434076,0.578428,1,1,4113.25
1771860141.6434076,0.578803,1,1,6450.33
1771860141.6434076,0.578342,1,1,6490.27
1771860141.6434076,0.580477,1,1,84050.00
1771860141.6434076,0.580394,1,1,82714.00
1771860141.6434076,0.580859,1,1,90843.00
1771860142.6442292,0.578332,1,1,3917.38
1771860142.6442292,0.578700,1,1,5954.15
